timestamp,files,chunks,candidates,clones,latest_update
2024-12-13T16:09:15.440864,25000,2750791,0,0,Identifying Clone Candidates...
2024-12-13T16:09:25.028653,4200,0,0,0,Storing files...
2024-12-13T16:09:30.048568,10100,0,0,0,
2024-12-13T16:09:35.079694,15000,13400,0,0,Storing chunks of size 20 ...
2024-12-13T16:09:40.126752,15000,41200,0,0,
2024-12-13T16:09:45.179707,15000,72600,0,0,
2024-12-13T16:09:50.276870,15000,116600,0,0,
2024-12-13T16:09:55.358954,15000,154000,0,0,
2024-12-13T16:10:00.446984,15000,184000,0,0,
2024-12-13T16:10:05.551833,15000,203500,0,0,
2024-12-13T16:10:10.667010,15000,239400,0,0,
2024-12-13T16:10:15.790865,15000,264500,0,0,
2024-12-13T16:10:20.964097,15000,288800,0,0,
2024-12-13T16:10:26.082104,15000,326900,0,0,
2024-12-13T16:10:31.241143,15000,366200,0,0,
2024-12-13T16:10:36.380198,15000,397600,0,0,
2024-12-13T16:10:41.537188,15000,426500,0,0,
2024-12-13T16:10:46.703133,15000,454200,0,0,
2024-12-13T16:10:51.924384,15000,473400,0,0,
2024-12-13T16:10:57.107486,15000,511400,0,0,
2024-12-13T16:11:02.313370,15000,547500,0,0,
2024-12-13T16:11:07.511400,15000,579900,0,0,
2024-12-13T16:11:12.730513,15000,609900,0,0,
2024-12-13T16:11:17.997412,15000,638700,0,0,
2024-12-13T16:11:23.247402,15000,668000,0,0,
2024-12-13T16:11:28.539393,15000,714500,0,0,
2024-12-13T16:11:33.790351,15000,750200,0,0,
2024-12-13T16:11:39.072294,15000,778000,0,0,
2024-12-13T16:11:44.357338,15000,819000,0,0,
2024-12-13T16:11:49.667455,15000,857800,0,0,
2024-12-13T16:11:54.974480,15000,907400,0,0,
2024-12-13T16:12:00.297553,15000,952300,0,0,
2024-12-13T16:12:05.620629,15000,996900,0,0,
2024-12-13T16:12:10.960590,15000,1041400,0,0,
2024-12-13T16:12:16.299546,15000,1063200,0,0,
2024-12-13T16:12:21.717959,15000,1089900,0,0,
2024-12-13T16:12:27.077870,15000,1095700,0,0,
2024-12-13T16:12:32.467936,15000,1095800,0,0,
2024-12-13T16:12:37.930864,15000,1098900,0,0,
2024-12-13T16:12:43.293004,15000,1106200,0,0,
2024-12-13T16:12:48.699404,15000,1107500,0,0,
2024-12-13T16:12:54.108447,15000,1113700,0,0,
2024-12-13T16:12:59.515293,15000,1116800,0,0,
2024-12-13T16:13:04.930397,15000,1122400,0,0,
2024-12-13T16:13:10.308337,15000,1125300,0,0,
2024-12-13T16:13:15.718387,15000,1128000,0,0,
2024-12-13T16:13:21.118207,15000,1137200,0,0,
2024-12-13T16:13:26.494130,15000,1138300,0,0,
2024-12-13T16:13:31.891341,15000,1138300,0,0,
2024-12-13T16:13:37.280367,15000,1138300,0,0,
2024-12-13T16:13:42.640273,15000,1171900,0,0,
2024-12-13T16:13:48.063426,15000,1197800,0,0,
2024-12-13T16:13:53.358823,15000,1218800,0,0,
2024-12-13T16:13:58.787695,15000,1256500,0,0,
2024-12-13T16:14:04.192718,15000,1313000,0,0,
2024-12-13T16:14:09.663829,15000,1328000,0,0,
2024-12-13T16:14:17.020765,15000,1373000,0,0,
2024-12-13T16:14:22.421460,15000,1429000,0,0,
2024-12-13T16:14:27.881544,15000,1451500,0,0,
2024-12-13T16:14:33.359519,15000,1485200,0,0,
2024-12-13T16:14:38.843561,15000,1500337,0,0,Identifying Clone Candidates...
2024-12-13T16:14:44.327446,15000,1500337,0,0,
2024-12-13T16:14:49.832023,15000,1500337,0,0,
2024-12-13T16:14:55.400788,15000,1500337,0,0,
2024-12-13T16:15:00.883789,15000,1500337,0,0,
2024-12-13T16:15:06.449783,15000,1500337,28608,4,Expanding Candidates...
2024-12-13T16:15:11.967739,15000,1500337,26310,20,
2024-12-13T16:15:17.463690,15000,1500337,23704,51,
2024-12-13T16:15:23.068151,15000,1500337,21181,89,
2024-12-13T16:15:28.623300,15000,1500337,19439,139,
2024-12-13T16:15:34.129166,15000,1500337,17414,189,
2024-12-13T16:15:39.639162,15000,1500337,15637,255,
2024-12-13T16:15:45.133151,15000,1500337,13817,330,
2024-12-13T16:15:50.743102,15000,1500337,11770,403,
2024-12-13T16:15:56.240152,15000,1500337,10152,497,
2024-12-13T16:16:01.763064,15000,1500337,8545,602,
2024-12-13T16:16:07.237109,15000,1500337,6906,717,
2024-12-13T16:16:12.722533,15000,1500337,5309,856,
2024-12-13T16:16:18.277015,15000,1500337,3762,1013,
2024-12-13T16:16:23.764500,15000,1500337,2297,1195,
2024-12-13T16:16:29.273073,15000,1500337,931,1458,
2024-12-13T16:16:34.793632,15000,1500337,0,1878,Summary
2024-12-13T16:16:40.326085,15000,1500337,0,1878,
2024-12-13T16:16:45.783038,15000,1500337,0,1878,
2024-12-13T16:16:51.236841,15000,1500337,0,1878,
2024-12-13T16:16:56.715673,15000,1500337,0,1878,
2024-12-13T16:17:02.238568,15000,1500337,0,1878,
