timestamp,files,chunks,candidates,clones,latest_update
2024-12-13T21:17:59.277289,20000,1976321,24186,156,Expanding Candidates...
2024-12-13T21:18:06.374506,0,0,0,0,Reading and Processing files...
2024-12-13T21:18:11.402228,6700,0,0,0,Storing files...
2024-12-13T21:18:16.437117,14600,0,0,0,
2024-12-13T21:18:21.465603,20000,9200,0,0,Storing chunks of size 20 ...
2024-12-13T21:18:26.518605,20000,24400,0,0,
2024-12-13T21:18:31.587601,20000,51300,0,0,
2024-12-13T21:18:36.659421,20000,66500,0,0,
2024-12-13T21:18:41.758497,20000,96000,0,0,
2024-12-13T21:18:46.844454,20000,125100,0,0,
2024-12-13T21:18:51.949861,20000,147700,0,0,
2024-12-13T21:18:57.053986,20000,165400,0,0,
2024-12-13T21:19:02.176868,20000,188700,0,0,
2024-12-13T21:19:07.304666,20000,197400,0,0,
2024-12-13T21:19:12.418833,20000,216700,0,0,
2024-12-13T21:19:17.569645,20000,243200,0,0,
2024-12-13T21:19:22.745616,20000,261400,0,0,
2024-12-13T21:19:27.914619,20000,272500,0,0,
2024-12-13T21:19:33.102643,20000,294400,0,0,
2024-12-13T21:19:38.286689,20000,321600,0,0,
2024-12-13T21:19:43.488006,20000,344000,0,0,
2024-12-13T21:19:48.693918,20000,368800,0,0,
2024-12-13T21:19:53.896671,20000,389500,0,0,
2024-12-13T21:19:59.125902,20000,406600,0,0,
2024-12-13T21:20:04.367734,20000,428500,0,0,
2024-12-13T21:20:09.615988,20000,451700,0,0,
2024-12-13T21:20:14.879878,20000,456600,0,0,
2024-12-13T21:20:20.126651,20000,475300,0,0,
2024-12-13T21:20:25.409994,20000,503100,0,0,
2024-12-13T21:20:30.695777,20000,528700,0,0,
2024-12-13T21:20:35.995960,20000,551500,0,0,
2024-12-13T21:20:41.290800,20000,571700,0,0,
2024-12-13T21:20:46.615783,20000,595700,0,0,
2024-12-13T21:20:51.933576,20000,611100,0,0,
2024-12-13T21:20:57.275556,20000,632400,0,0,
2024-12-13T21:21:02.601653,20000,652100,0,0,
2024-12-13T21:21:07.959502,20000,670800,0,0,
2024-12-13T21:21:13.326708,20000,704100,0,0,
2024-12-13T21:21:18.696682,20000,732600,0,0,
2024-12-13T21:21:24.097408,20000,750200,0,0,
2024-12-13T21:21:29.487316,20000,773800,0,0,
2024-12-13T21:21:34.913330,20000,796100,0,0,
2024-12-13T21:21:40.327479,20000,824700,0,0,
2024-12-13T21:21:45.749576,20000,853100,0,0,
2024-12-13T21:21:51.184123,20000,883300,0,0,
2024-12-13T21:21:56.640224,20000,915000,0,0,
2024-12-13T21:22:02.102204,20000,944600,0,0,
2024-12-13T21:22:07.562095,20000,971800,0,0,
2024-12-13T21:22:13.054109,20000,1005300,0,0,
2024-12-13T21:22:18.549082,20000,1032100,0,0,
2024-12-13T21:22:24.068404,20000,1052400,0,0,
2024-12-13T21:22:29.598681,20000,1071800,0,0,
2024-12-13T21:22:35.158752,20000,1089900,0,0,
2024-12-13T21:22:40.705891,20000,1095700,0,0,
2024-12-13T21:22:46.253627,20000,1095800,0,0,
2024-12-13T21:22:51.797903,20000,1096000,0,0,
2024-12-13T21:22:57.345836,20000,1097300,0,0,
2024-12-13T21:23:02.868895,20000,1105200,0,0,
2024-12-13T21:23:08.419740,20000,1106200,0,0,
2024-12-13T21:23:13.967963,20000,1108600,0,0,
2024-12-13T21:23:19.514708,20000,1112900,0,0,
2024-12-13T21:23:25.072612,20000,1116700,0,0,
2024-12-13T21:23:30.622596,20000,1116800,0,0,
2024-12-13T21:23:36.172819,20000,1121500,0,0,
2024-12-13T21:23:41.728825,20000,1124600,0,0,
2024-12-13T21:23:47.284622,20000,1126400,0,0,
2024-12-13T21:23:52.820393,20000,1128000,0,0,
2024-12-13T21:23:58.371194,20000,1136800,0,0,
2024-12-13T21:24:03.922434,20000,1138100,0,0,
2024-12-13T21:24:09.522233,20000,1138300,0,0,
2024-12-13T21:24:15.099269,20000,1138300,0,0,
2024-12-13T21:24:20.665340,20000,1138300,0,0,
2024-12-13T21:24:26.219645,20000,1138300,0,0,
2024-12-13T21:24:31.810763,20000,1166200,0,0,
2024-12-13T21:24:37.394570,20000,1197800,0,0,
2024-12-13T21:24:43.002569,20000,1198500,0,0,
2024-12-13T21:24:48.583548,20000,1218000,0,0,
2024-12-13T21:24:54.189161,20000,1240100,0,0,
2024-12-13T21:24:59.792100,20000,1277200,0,0,
2024-12-13T21:25:05.439384,20000,1316700,0,0,
2024-12-13T21:25:11.075073,20000,1349000,0,0,
2024-12-13T21:25:16.730275,20000,1380500,0,0,
2024-12-13T21:25:22.455380,20000,1417100,0,0,
2024-12-13T21:25:28.162619,20000,1445400,0,0,
2024-12-13T21:25:33.848594,20000,1454800,0,0,
2024-12-13T21:25:39.555352,20000,1478100,0,0,
2024-12-13T21:25:45.285354,20000,1512800,0,0,
2024-12-13T21:25:51.019438,20000,1541700,0,0,
2024-12-13T21:25:56.788259,20000,1568100,0,0,
2024-12-13T21:26:02.594175,20000,1606700,0,0,
2024-12-13T21:26:08.384163,20000,1634900,0,0,
2024-12-13T21:26:14.192069,20000,1661700,0,0,
2024-12-13T21:26:19.988308,20000,1688600,0,0,
2024-12-13T21:26:25.814056,20000,1713000,0,0,
2024-12-13T21:26:31.671547,20000,1744400,0,0,
2024-12-13T21:26:37.526599,20000,1772400,0,0,
2024-12-13T21:26:43.362813,20000,1807000,0,0,
2024-12-13T21:26:49.211635,20000,1834400,0,0,
2024-12-13T21:26:55.123630,20000,1858200,0,0,
2024-12-13T21:27:01.003704,20000,1858200,0,0,
2024-12-13T21:27:06.882427,20000,1859800,0,0,
2024-12-13T21:27:12.818585,20000,1859800,0,0,
2024-12-13T21:27:18.718411,20000,1859800,0,0,
2024-12-13T21:27:24.603992,20000,1859800,0,0,
2024-12-13T21:27:30.588503,20000,1880200,0,0,
2024-12-13T21:27:36.474480,20000,1904700,0,0,
2024-12-13T21:27:42.414951,20000,1929700,0,0,
2024-12-13T21:27:48.318482,20000,1962400,0,0,
2024-12-13T21:27:54.255953,20000,1976321,0,0,Identifying Clone Candidates...
2024-12-13T21:28:00.167834,20000,1976321,0,0,
2024-12-13T21:28:06.151874,20000,1976321,0,0,
2024-12-13T21:28:12.121893,20000,1976321,0,0,
2024-12-13T21:28:18.189826,20000,1976321,0,0,
2024-12-13T21:28:23.936587,20000,1976321,0,0,
2024-12-13T21:28:30.396617,20000,1976321,0,0,
2024-12-13T21:28:36.326632,20000,1976321,0,0,
2024-12-13T21:28:42.591632,20000,1976321,0,0,
2024-12-13T21:28:48.221581,20000,1976321,0,0,
2024-12-13T21:28:54.144307,20000,1976321,0,0,
2024-12-13T21:29:00.089210,20000,1976321,34803,4,Expanding Candidates...
2024-12-13T21:29:06.105321,20000,1976321,33199,4,
2024-12-13T21:29:12.039368,20000,1976321,31694,22,
2024-12-13T21:29:17.977350,20000,1976321,29777,42,
2024-12-13T21:29:23.920280,20000,1976321,28129,65,
2024-12-13T21:29:29.875480,20000,1976321,26573,93,
